Date,Open,High,Low,Close,Volume
2021-10-18 03:00:00,161.715,161.825,159.245,160.1,32741.1
2021-10-18 04:00:00,160.1,160.64,159.33,160.49,10766.5
2021-10-18 05:00:00,160.49,161.335,159.9,160.87,16538.5
2021-10-18 06:00:00,160.87,161.23,160.1,160.315,15692.2
2021-10-18 07:00:00,160.315,161.545,158.76,158.995,23861.7
2021-10-18 08:00:00,158.995,159.945,158.54,158.87,21467.5
2021-10-18 09:00:00,158.87,158.915,156.295,157.28,32448.1
2021-10-18 10:00:00,157.28,158.7,156.165,158.3,33927.7
2021-10-18 11:00:00,158.3,158.72,155.8,157.04,23034.0
2021-10-18 12:00:00,157.04,157.87,156.445,157.055,21956.6
2021-10-18 13:00:00,157.055,159.655,155.68,159.39,49773.4
2021-10-18 14:00:00,159.39,159.68,157.4,157.425,27111.1
2021-10-18 15:00:00,157.425,157.755,156.555,156.76,24609.9
2021-10-18 16:00:00,156.76,157.63,156.06,156.44,17770.5
2021-10-18 17:00:00,156.44,157.895,155.505,155.53,16573.4
2021-10-18 18:00:00,155.53,157.8,155.07,157.275,19011.7
2021-10-18 19:00:00,157.275,157.275,155.8,156.87,13093.6
2021-10-18 20:00:00,156.87,157.675,156.255,157.18,9236.1
2021-10-18 21:00:00,157.18,157.69,156.24,156.635,9625.4
2021-10-18 22:00:00,156.635,157.0,155.7,156.665,10624.6
2021-10-18 23:00:00,156.665,158.365,156.49,157.32,15349.8
2021-10-19 00:00:00,157.32,157.685,156.38,156.435,14556.4
2021-10-19 01:00:00,156.435,157.5,156.22,157.29,10864.7
2021-10-19 02:00:00,157.29,157.82,156.855,157.175,6157.5
2021-10-19 03:00:00,157.175,158.98,156.99,158.63,14668.6
2021-10-19 04:00:00,158.63,159.455,158.105,158.21,14893.1
2021-10-19 05:00:00,158.21,159.43,157.79,158.81,20263.8
2021-10-19 06:00:00,158.81,158.89,157.07,157.24,18379.2
2021-10-19 07:00:00,157.24,158.085,156.91,157.82,9361.5
2021-10-19 08:00:00,157.82,157.935,156.57,157.725,12213.5
2021-10-19 09:00:00,157.725,157.785,156.425,157.105,14564.7
2021-10-19 10:00:00,157.105,157.8,156.705,156.91,14452.1
2021-10-19 11:00:00,156.91,157.52,156.61,157.115,9538.5
2021-10-19 12:00:00,157.115,158.035,156.86,157.425,17056.6
2021-10-19 13:00:00,157.425,158.05,156.895,156.95,20909.3
2021-10-19 14:00:00,156.95,157.07,154.955,156.21,30222.9
2021-10-19 15:00:00,156.21,156.42,155.68,155.68,9584.4
2021-10-19 16:00:00,155.68,156.155,155.46,156.055,7469.8
2021-10-19 17:00:00,156.055,156.635,155.92,156.33,6761.8
2021-10-19 18:00:00,156.33,156.525,155.34,155.52,14801.7
2021-10-19 19:00:00,155.52,156.0,154.39,154.695,18620.3
2021-10-19 20:00:00,154.695,155.15,153.33,153.89,36345.4
2021-10-19 21:00:00,153.89,154.955,153.83,154.605,9717.9
2021-10-19 22:00:00,154.605,157.12,154.605,156.875,18691.7
2021-10-19 23:00:00,156.875,157.415,156.055,156.055,10793.6
2021-10-20 00:00:00,156.055,157.5,155.95,156.625,24058.9
2021-10-20 01:00:00,156.625,157.195,155.81,156.24,14449.4
2021-10-20 02:00:00,156.24,156.945,155.935,156.395,13217.9
2021-10-20 03:00:00,156.395,156.795,155.97,155.975,8254.4
2021-10-20 04:00:00,155.975,156.45,155.7,156.325,8749.7
2021-10-20 05:00:00,156.325,157.2,155.265,155.835,21603.8
2021-10-20 06:00:00,155.835,156.2,155.7,156.1,6249.6
2021-10-20 07:00:00,156.1,156.75,155.955,156.615,7409.6
2021-10-20 08:00:00,156.615,156.995,156.15,156.825,15973.1
2021-10-20 09:00:00,156.825,158.24,156.825,157.44,23383.0
2021-10-20 10:00:00,157.44,159.365,157.44,158.295,26971.3
2021-10-20 11:00:00,158.295,160.27,157.915,160.225,34029.5
2021-10-20 12:00:00,160.225,160.87,159.57,160.59,36534.0
2021-10-20 13:00:00,160.59,162.295,160.11,162.2,46498.1
2021-10-20 14:00:00,162.2,164.88,161.72,164.055,69002.3
2021-10-20 15:00:00,164.055,170.0,163.885,168.985,125235.5
2021-10-20 16:00:00,168.985,174.58,167.08,172.48,131048.7
2021-10-20 17:00:00,172.48,174.175,170.26,172.545,73784.5
2021-10-20 18:00:00,172.545,174.31,171.625,174.005,40191.7
2021-10-20 19:00:00,174.005,175.0,172.42,173.22,53543.0
2021-10-20 20:00:00,173.22,174.08,170.155,173.25,80119.0
2021-10-20 21:00:00,173.25,174.915,171.74,172.595,65133.6
2021-10-20 22:00:00,172.595,173.325,171.62,172.085,37720.4
2021-10-20 23:00:00,172.085,176.89,171.27,176.81,67345.1
2021-10-21 00:00:00,176.81,188.04,176.805,185.665,234202.3
2021-10-21 01:00:00,185.665,189.89,182.515,184.93,164366.9
2021-10-21 02:00:00,184.93,188.845,181.105,184.93,157795.2
2021-10-21 03:00:00,184.93,185.37,181.2,184.63,88558.4
2021-10-21 04:00:00,184.63,184.63,180.2,182.935,70884.2
2021-10-21 05:00:00,182.935,184.795,182.535,183.505,42556.4
2021-10-21 06:00:00,183.505,184.45,181.19,183.42,62134.1
2021-10-21 07:00:00,183.42,189.0,182.0,187.225,113527.7
2021-10-21 08:00:00,187.225,193.095,185.705,191.35,126117.0
2021-10-21 09:00:00,191.35,193.915,190.3,191.875,83621.8
2021-10-21 10:00:00,191.875,192.5,189.2,191.7,70968.8
2021-10-21 11:00:00,191.7,194.39,183.4,187.315,194401.6
2021-10-21 12:00:00,187.315,189.125,182.8,187.005,139293.0
2021-10-21 13:00:00,187.005,191.165,186.46,187.465,100573.6
2021-10-21 14:00:00,187.465,188.245,182.285,183.93,132493.0
2021-10-21 15:00:00,183.93,185.4,178.005,182.805,165994.5
2021-10-21 16:00:00,182.805,185.495,180.6,181.285,103081.7
2021-10-21 17:00:00,181.285,184.9,181.07,181.505,56776.6
2021-10-21 18:00:00,181.505,183.96,181.345,182.865,31831.2
2021-10-21 19:00:00,182.865,188.575,182.865,184.8,89601.7
2021-10-21 20:00:00,184.8,186.45,182.78,184.51,47307.3
2021-10-21 21:00:00,184.51,188.325,184.4,188.12,46771.6
2021-10-21 22:00:00,188.12,188.865,184.03,184.295,40141.0
2021-10-21 23:00:00,184.295,191.39,184.26,190.5,65775.9
2021-10-22 00:00:00,190.5,202.3,188.125,200.26,239121.2
2021-10-22 01:00:00,200.26,205.32,199.545,201.63,137911.6
2021-10-22 02:00:00,201.63,203.495,198.65,199.67,105281.4
2021-10-22 03:00:00,199.67,202.8,199.67,201.865,62025.4
2021-10-22 04:00:00,201.865,204.155,200.58,202.895,74307.2
2021-10-22 05:00:00,202.895,208.245,201.705,205.24,147489.3
2021-10-22 06:00:00,205.24,205.98,201.8,202.36,85226.6
2021-10-22 07:00:00,202.36,203.97,201.055,203.36,53872.5
2021-10-22 08:00:00,203.36,205.56,202.03,203.23,57571.1
2021-10-22 09:00:00,203.23,206.065,202.88,204.905,51462.4
2021-10-22 10:00:00,204.905,205.54,201.345,203.045,59376.6
2021-10-22 11:00:00,203.045,205.425,202.7,204.305,39592.6
2021-10-22 12:00:00,204.305,210.24,202.08,209.92,95009.4
2021-10-22 13:00:00,209.92,214.425,207.7,210.055,216144.8
2021-10-22 14:00:00,210.055,210.235,203.605,210.11,212212.8
2021-10-22 15:00:00,210.11,215.615,205.79,206.625,247810.6
2021-10-22 16:00:00,206.625,211.475,202.64,208.21,196190.8
2021-10-22 17:00:00,208.21,208.25,202.725,202.725,86027.5
2021-10-22 18:00:00,202.725,204.65,200.545,201.25,82791.0
2021-10-22 19:00:00,201.25,201.32,195.805,198.04,117989.0
2021-10-22 20:00:00,198.04,200.38,196.305,196.54,85329.9
2021-10-22 21:00:00,196.54,197.255,192.0,195.055,85282.6
2021-10-22 22:00:00,195.055,198.115,194.665,197.465,62774.9
2021-10-22 23:00:00,197.465,198.4,195.505,196.365,49483.4
2021-10-23 00:00:00,196.365,198.545,192.27,198.055,121195.4
2021-10-23 01:00:00,198.055,198.275,195.265,196.605,37870.6
2021-10-23 02:00:00,196.605,203.32,196.36,202.035,108766.9
2021-10-23 03:00:00,202.035,204.2,201.36,202.99,59922.8
2021-10-23 04:00:00,202.99,205.9,202.235,203.52,72417.2
2021-10-23 05:00:00,203.52,204.43,200.715,201.205,50967.8
2021-10-23 06:00:00,201.205,202.235,198.455,201.145,50657.1
2021-10-23 07:00:00,201.145,202.875,199.5,201.62,39273.5
2021-10-23 08:00:00,201.62,203.3,201.515,202.595,33937.2
2021-10-23 09:00:00,202.595,203.165,197.8,200.225,74486.9
2021-10-23 10:00:00,200.225,201.8,198.48,198.485,61634.2
2021-10-23 11:00:00,198.485,202.65,196.855,202.47,69859.2
2021-10-23 12:00:00,202.47,202.8,200.915,201.785,28551.8
2021-10-23 13:00:00,201.785,201.815,198.22,199.34,49375.4
2021-10-23 14:00:00,199.34,200.005,197.695,197.93,37779.2
2021-10-23 15:00:00,197.93,200.695,197.105,199.375,60808.9
2021-10-23 16:00:00,199.375,201.86,198.225,198.605,50757.7
2021-10-23 17:00:00,198.605,199.175,195.535,195.83,43141.5
2021-10-23 18:00:00,195.83,197.23,194.24,195.31,39712.8
2021-10-23 19:00:00,195.31,195.595,193.3,194.01,30035.0
2021-10-23 20:00:00,194.01,196.43,193.915,196.39,21311.4
2021-10-23 21:00:00,196.39,196.85,195.16,196.1,21501.6
2021-10-23 22:00:00,196.1,197.91,195.935,196.66,23050.4
2021-10-23 23:00:00,196.66,198.255,195.285,197.93,23949.9
2021-10-24 00:00:00,197.93,200.26,197.07,197.425,47532.2
2021-10-24 01:00:00,197.425,198.95,196.4,198.125,27420.1
2021-10-24 02:00:00,198.125,198.125,195.95,196.99,21003.0
2021-10-24 03:00:00,196.99,197.86,196.55,196.87,10673.5
2021-10-24 04:00:00,196.87,196.87,195.315,196.045,19412.3
2021-10-24 05:00:00,196.045,196.42,194.4,194.5,18192.2
2021-10-24 06:00:00,194.5,195.47,192.475,193.52,30611.5
2021-10-24 07:00:00,193.52,195.7,193.0,194.41,25607.0
2021-10-24 08:00:00,194.41,195.11,193.3,194.005,19423.0
2021-10-24 09:00:00,194.005,196.61,193.68,194.495,36182.5
2021-10-24 10:00:00,194.495,195.9,194.26,194.335,20109.5
2021-10-24 11:00:00,194.335,194.625,188.665,189.18,96182.8
2021-10-24 12:00:00,189.18,191.25,186.99,191.13,83266.2
2021-10-24 13:00:00,191.13,192.57,190.5,190.6,33449.4
2021-10-24 14:00:00,190.6,190.785,187.825,188.42,31366.8
2021-10-24 15:00:00,188.42,189.2,185.66,186.775,62567.8
2021-10-24 16:00:00,186.775,191.035,185.525,190.875,46685.3
2021-10-24 17:00:00,190.875,191.32,189.21,189.4,19154.1
2021-10-24 18:00:00,189.4,189.485,186.625,188.295,27952.3
2021-10-24 19:00:00,188.295,191.905,188.185,191.59,30808.0
2021-10-24 20:00:00,191.59,194.25,190.715,194.08,36592.3
2021-10-24 21:00:00,194.08,200.0,194.08,199.855,89718.3
2021-10-24 22:00:00,199.855,204.74,199.855,202.12,111399.7
2021-10-24 23:00:00,202.12,204.29,201.01,202.315,47341.8
2021-10-25 00:00:00,202.315,203.295,198.37,202.875,75157.6
2021-10-25 01:00:00,202.875,204.0,199.36,201.2,52630.5
2021-10-25 02:00:00,201.2,201.535,198.35,200.455,28549.2
2021-10-25 03:00:00,200.455,203.195,200.0,201.83,34778.3
2021-10-25 04:00:00,201.83,204.18,201.1,203.645,37511.5
2021-10-25 05:00:00,203.645,208.225,202.665,207.91,67990.7
2021-10-25 06:00:00,207.91,210.84,206.68,209.06,74108.2
2021-10-25 07:00:00,209.06,209.295,206.83,207.85,41267.7
2021-10-25 08:00:00,207.85,212.725,207.445,212.08,65949.0
2021-10-25 09:00:00,212.08,212.17,208.655,208.875,47096.0
2021-10-25 10:00:00,208.875,210.0,205.715,207.795,68216.8
2021-10-25 11:00:00,207.795,209.545,207.625,207.99,27986.2
2021-10-25 12:00:00,207.99,209.93,206.75,207.01,35130.9
2021-10-25 13:00:00,207.01,209.1,205.175,208.405,46656.4
2021-10-25 14:00:00,208.405,214.3,207.625,213.7,92670.0
2021-10-25 15:00:00,213.7,218.835,213.7,218.545,171241.9
2021-10-25 16:00:00,218.545,218.55,215.26,216.82,55723.6
2021-10-25 17:00:00,216.82,217.485,211.625,214.02,94419.0
2021-10-25 18:00:00,214.02,214.515,211.095,211.925,28150.4
2021-10-25 19:00:00,211.925,212.985,210.29,210.575,23022.6
2021-10-25 20:00:00,210.575,213.33,209.505,211.75,40098.8
2021-10-25 21:00:00,211.75,214.44,210.31,210.62,31937.1
2021-10-25 22:00:00,210.62,212.25,207.8,211.61,48829.6
2021-10-25 23:00:00,211.61,212.5,209.705,209.745,33925.3
2021-10-26 00:00:00,209.745,214.32,209.025,211.215,85300.8
2021-10-26 01:00:00,211.215,211.215,207.91,208.77,50112.8
2021-10-26 02:00:00,208.77,210.5,208.14,210.16,20693.2
2021-10-26 03:00:00,210.16,210.325,208.0,208.84,30308.3
2021-10-26 04:00:00,208.84,209.33,205.845,206.705,48077.0
2021-10-26 05:00:00,206.705,208.76,206.7,207.03,22916.7
2021-10-26 06:00:00,207.03,208.22,206.055,206.83,35206.1
2021-10-26 07:00:00,206.83,209.405,206.7,209.365,33671.6
2021-10-26 08:00:00,209.365,211.67,208.495,208.905,52121.5
2021-10-26 09:00:00,208.905,209.12,207.83,208.905,17358.8
2021-10-26 10:00:00,208.905,211.0,207.925,209.74,32813.7
2021-10-26 11:00:00,209.74,210.3,207.585,207.705,31653.8
2021-10-26 12:00:00,207.705,208.65,206.4,207.755,31180.5
2021-10-26 13:00:00,207.755,208.4,206.8,206.965,22718.5
2021-10-26 14:00:00,206.965,207.145,202.4,204.39,87262.1
2021-10-26 15:00:00,204.39,207.385,204.18,206.685,48983.2
2021-10-26 16:00:00,206.685,207.205,204.43,204.875,26711.6
2021-10-26 17:00:00,204.875,208.7,204.675,208.665,26100.0
2021-10-26 18:00:00,208.665,209.665,206.585,206.975,24042.6
2021-10-26 19:00:00,206.975,209.0,206.78,207.275,14285.1
2021-10-26 20:00:00,207.275,207.825,206.33,206.36,18308.1
2021-10-26 21:00:00,206.36,206.36,202.37,202.865,42937.8
2021-10-26 22:00:00,202.865,203.585,196.27,198.63,114088.9
2021-10-26 23:00:00,198.63,201.135,198.03,199.88,60706.2
2021-10-27 00:00:00,199.88,204.0,198.345,203.835,54003.3
2021-10-27 01:00:00,203.835,204.8,201.69,202.15,35411.8
2021-10-27 02:00:00,202.15,202.395,200.615,201.855,38508.9
2021-10-27 03:00:00,201.855,204.575,201.62,203.08,31136.1
2021-10-27 04:00:00,203.08,205.59,202.305,204.45,42538.0
2021-10-27 05:00:00,204.45,204.865,202.825,202.99,20112.6
2021-10-27 06:00:00,202.99,203.38,199.3,199.385,51045.5
2021-10-27 07:00:00,199.385,199.995,194.005,194.315,79434.2
2021-10-27 08:00:00,194.315,195.685,174.76,192.205,407550.1
2021-10-27 09:00:00,192.205,192.205,184.33,189.735,122263.4
2021-10-27 10:00:00,189.735,193.685,186.315,191.87,89018.0
2021-10-27 11:00:00,191.87,195.35,189.345,190.0,84882.0
2021-10-27 12:00:00,190.0,192.23,188.32,191.735,45368.1
2021-10-27 13:00:00,191.735,194.17,189.205,189.615,50985.6
2021-10-27 14:00:00,189.615,192.175,187.035,191.0,55878.5
2021-10-27 15:00:00,191.0,193.145,188.7,189.165,52751.9
2021-10-27 16:00:00,189.165,190.83,186.235,189.285,47684.3
2021-10-27 17:00:00,189.285,191.395,187.875,188.445,31265.5
2021-10-27 18:00:00,188.445,192.145,188.445,189.325,35060.5
2021-10-27 19:00:00,189.325,189.685,184.615,189.575,51708.1
2021-10-27 20:00:00,189.575,191.215,186.57,188.62,28921.5
2021-10-27 21:00:00,188.62,190.8,188.33,190.155,19021.2
2021-10-27 22:00:00,190.155,190.605,181.05,183.745,69372.6
2021-10-27 23:00:00,183.745,185.18,182.34,184.3,38202.0
2021-10-28 00:00:00,184.3,187.185,182.01,182.16,43227.1
2021-10-28 01:00:00,182.16,187.635,181.715,187.615,29859.9
2021-10-28 02:00:00,187.615,188.825,186.125,188.42,25425.3
2021-10-28 03:00:00,188.42,190.36,186.0,186.91,39935.9
2021-10-28 04:00:00,186.91,189.64,186.91,187.61,24360.1
2021-10-28 05:00:00,187.61,191.19,187.61,190.96,26850.3
2021-10-28 06:00:00,190.96,191.19,185.0,187.645,35452.1
2021-10-28 07:00:00,187.645,188.91,186.0,186.82,20153.3
2021-10-28 08:00:00,186.82,199.195,186.82,197.45,85243.8
2021-10-28 09:00:00,197.45,198.245,194.055,197.185,45686.5
2021-10-28 10:00:00,197.185,198.615,195.9,196.435,30531.0
2021-10-28 11:00:00,196.435,196.985,194.74,195.485,23185.2
2021-10-28 12:00:00,195.485,198.73,194.765,197.705,24610.4
2021-10-28 13:00:00,197.705,199.88,196.785,199.04,36312.2
2021-10-28 14:00:00,199.04,201.395,198.0,198.615,34098.1
2021-10-28 15:00:00,198.615,199.79,196.68,197.295,19892.3
2021-10-28 16:00:00,197.295,198.865,196.565,197.04,13735.0
2021-10-28 17:00:00,197.04,198.625,196.34,196.905,14064.1
2021-10-28 18:00:00,196.905,197.735,191.545,194.615,76097.0
2021-10-28 19:00:00,194.615,198.73,192.4,198.275,30897.1
2021-10-28 20:00:00,198.275,200.995,197.495,197.77,42877.9
2021-10-28 21:00:00,197.77,197.875,194.535,195.07,25881.5
2021-10-28 22:00:00,195.07,197.37,194.64,195.36,17323.0
2021-10-28 23:00:00,195.36,196.16,193.895,195.41,19513.1
2021-10-29 00:00:00,195.41,199.22,194.66,199.22,24119.5
2021-10-29 01:00:00,199.22,203.545,197.93,202.48,52482.9
2021-10-29 02:00:00,202.48,205.245,201.9,202.2,49463.0
2021-10-29 03:00:00,202.2,203.655,201.335,201.785,19551.2
2021-10-29 04:00:00,201.785,202.25,200.255,200.73,19622.0
2021-10-29 05:00:00,200.73,201.195,197.495,199.275,27831.2
2021-10-29 06:00:00,199.275,201.25,198.21,200.19,26963.9
2021-10-29 07:00:00,200.19,200.33,196.61,198.28,27820.4
2021-10-29 08:00:00,198.28,198.98,196.965,198.79,23478.5
2021-10-29 09:00:00,198.79,199.825,197.915,198.165,13362.9
2021-10-29 10:00:00,198.165,198.755,195.745,197.43,23393.3
2021-10-29 11:00:00,197.43,198.175,195.735,196.495,22649.1
2021-10-29 12:00:00,196.495,197.525,195.78,196.27,15118.6
2021-10-29 13:00:00,196.27,198.72,195.88,198.625,19086.6
2021-10-29 14:00:00,198.625,199.01,197.05,197.97,19897.5
2021-10-29 15:00:00,197.97,203.47,197.57,202.035,42793.1
2021-10-29 16:00:00,202.035,204.83,201.345,202.395,35675.6
2021-10-29 17:00:00,202.395,205.0,202.225,202.825,21704.6
2021-10-29 18:00:00,202.825,203.875,199.88,200.355,22389.2
2021-10-29 19:00:00,200.355,202.245,199.89,200.74,10028.1
2021-10-29 20:00:00,200.74,203.88,199.07,202.31,26160.6
2021-10-29 21:00:00,202.31,202.875,200.6,201.29,5654.2
2021-10-29 22:00:00,201.29,201.995,199.75,200.56,10131.1
2021-10-29 23:00:00,200.56,200.99,199.67,200.375,7384.3
2021-10-30 00:00:00,200.375,200.635,198.64,199.19,19111.4
2021-10-30 01:00:00,199.19,199.385,196.9,197.37,18278.8
2021-10-30 02:00:00,197.37,198.07,196.705,197.505,14053.3
2021-10-30 03:00:00,197.505,198.17,196.8,197.22,9946.3
2021-10-30 04:00:00,197.22,198.0,196.835,197.1,18430.7
2021-10-30 05:00:00,197.1,197.71,196.5,196.795,13581.7
2021-10-30 06:00:00,196.795,197.295,196.3,197.0,12672.4
2021-10-30 07:00:00,197.0,199.02,196.545,198.11,11995.0
2021-10-30 08:00:00,198.11,198.685,195.2,196.21,17804.5
2021-10-30 09:00:00,196.21,197.515,195.505,196.41,14734.2
2021-10-30 10:00:00,196.41,198.28,195.365,197.725,17651.1
2021-10-30 11:00:00,197.725,197.88,196.5,197.145,12257.1
2021-10-30 12:00:00,197.145,197.36,195.805,195.82,11589.8
2021-10-30 13:00:00,195.82,196.705,193.49,194.93,27556.2
2021-10-30 14:00:00,194.93,194.93,190.305,192.115,43159.6
2021-10-30 15:00:00,192.115,193.38,191.98,193.315,12976.9
2021-10-30 16:00:00,193.315,193.645,191.59,192.24,17735.3
2021-10-30 17:00:00,192.24,193.68,191.31,192.11,11113.5
2021-10-30 18:00:00,192.11,194.3,192.11,193.595,9948.7
2021-10-30 19:00:00,193.595,194.73,193.55,194.685,7668.3
2021-10-30 20:00:00,194.685,195.525,193.645,193.645,18025.3
2021-10-30 21:00:00,193.645,193.675,191.56,192.12,14579.9
2021-10-30 22:00:00,192.12,192.59,187.41,191.46,38624.8
2021-10-30 23:00:00,191.46,195.885,190.905,195.885,24619.5
2021-10-31 00:00:00,195.885,197.0,194.1,195.155,24800.2
2021-10-31 01:00:00,195.155,195.935,191.6,191.71,18988.4
2021-10-31 02:00:00,191.71,194.46,191.405,193.575,12453.0
2021-10-31 03:00:00,193.575,193.59,191.77,191.925,11577.4
2021-10-31 04:00:00,191.925,192.445,190.32,192.32,17890.6
2021-10-31 05:00:00,192.32,192.6,190.455,191.38,16815.1
2021-10-31 06:00:00,191.38,191.505,189.43,190.165,18070.3
2021-10-31 07:00:00,190.165,191.12,189.5,190.735,12211.8
2021-10-31 08:00:00,190.735,190.83,188.305,189.265,15972.8
2021-10-31 09:00:00,189.265,189.265,187.72,188.18,13079.3
2021-10-31 10:00:00,188.18,189.135,186.165,187.685,26038.8
2021-10-31 11:00:00,187.685,188.315,186.105,186.52,13324.5
2021-10-31 12:00:00,186.52,189.97,185.765,187.7,28154.9
2021-10-31 13:00:00,187.7,191.9,185.5,189.84,35174.4
2021-10-31 14:00:00,189.84,194.98,188.26,194.46,41239.6
2021-10-31 15:00:00,194.46,202.0,194.265,195.06,88612.6
2021-10-31 16:00:00,195.06,198.245,193.25,197.21,35618.7
2021-10-31 17:00:00,197.21,198.635,195.54,196.0,14313.6
2021-10-31 18:00:00,196.0,197.205,194.515,196.775,9215.8
2021-10-31 19:00:00,196.775,197.87,195.115,196.195,10130.6
2021-10-31 20:00:00,196.195,198.965,195.25,198.315,11537.7
2021-10-31 21:00:00,198.315,205.02,198.185,204.29,59475.7
2021-10-31 22:00:00,204.29,205.21,202.23,202.245,37135.5
2021-10-31 23:00:00,202.245,203.135,200.7,202.665,28951.6
2021-11-01 00:00:00,202.665,209.555,202.18,208.18,66478.0
2021-11-01 01:00:00,208.18,209.98,205.87,206.05,41227.9
